tweet_id,text
2131391,Does @115888 not have a feature that says playlist A is similar to playlist B?
2344102,@115888  I'm gonna need you to #STOP adding songs into my playlist; if I wanted it there Is would have put it.
233168,"@115888 @SpotifyCares @171501 

Can't create a spotify account because I once had a spotify account via Facebook a long time ago"
1068080,@SpotifyCares it would make my dreams come true ❤️ love you lots
1487001,@115888 WHERE IS UNPLUGGED!!!!!! I NEED TO HEAR TYB x USE SOMEBODY
2026607,@125633 verify my spotify
874015,@SpotifyCares Send!
1989806,@115888 Please bring Spotify to India. I need a good streaming platform and a good platform to upload my music too. Please. ❤️
785937,@SpotifyCares No. No error message either. This is my screen. Whatever I click the play bar is stuck on that song. https://t.co/unnWbBrzNW
2286848,@115888 please update @118062’s albums. i wanna hear reputation 😫
2757633,"@115888 Hi, I signed up through UNiDAYS but I was still charged £9.99, why is this?"
2552610,"@SpotifyCares I got a new phone, iphone 8, and recently every snapchat notification I get pauses my spotify music. Can this be fixed?"
1206994,@115888 why have all my saved songs disappeared? 😩
2665946,@SpotifyCares I can’t remember what my username is nor the email I used for my premium account after my phone was stolen but it still charges my credit card and I would like to cancel it please
1048858,"Hey @SpotifyCares @115888 @351 ""70's love groove"" needs to be streamable"
1897838,"@SpotifyCares I don’t get it, but Usher is available here in PH. Only Separated is not available 😞"
118921,@115888 Selain pake kredit card ada cara membayar yg lain ny?
2485956,"@SpotifyCares hi, my Spotify keeps pausing while I'm listening to music. I've tried reinstalling the app but it's still happening"
1064692,@SpotifyCares Where is the new Dvsn album?
1336177,@SpotifyCares When Comes the Update For Fix Me problems
1302441,@115888 .when are u going to put my library back on the Roku App for smart TVs?..only reason I upgraded was to get my library on the tv
1342010,@SpotifyCares Thank you!
1692160,@SpotifyCares Doesn’t work 🙁 it keeps logging me out and skipping and pausing songs.
106320,"@SpotifyCares When we make material changes to the Agreements, we’ll provide you with prominent notice as..."
834890,"Hi @SpotifyCares every time I want to share a song, Spotify goes black and stops the song - can't share but used to be able to, help? 💔"
857995,@SpotifyCares Logging in/out helps for a few minutes with most songs. But once I've played on both desktop &amp; mobile the songs are showing as unavailable.
634015,@SpotifyCares Third time's a charm? STILL NOT FIXED. How about push instead of a nudge this time?
2708585,@115888 should have an alarm feature so I can wake up to my @12899 soundtrack every morning. Just saying.......
2726070,@SpotifyCares hi! Please help me with my upgrade to premium. Thanks!
687027,That time of year when @115888 charge you £9.99 instead of £4.99 because your 12 month student has run out and they don’t renew it automatically. Haha I see youuu👀
115284,@115888 It's not about the money. I'll come back as soon as I can have over 10K tracks in my albums.
2211015,@SpotifyCares @646246 @87442
1298052,Why can’t I control Spotify through control center without unlocking my phone anymore in iOS11? @SpotifyCares is there a setting?
2578863,@115888 @SpotifyCares
1367725,I had @115888 premium for just a few months and got hacked....back to @115948 I go.
1521359,"@SpotifyCares thanks for caring !! Yes, I tried that too.. it starts with this view.... https://t.co/H4Mgvd7xTy https://t.co/UmGUuTV24U"
1031956,@SpotifyCares move the download switch. This is about the 4th time i have to download my entire library this month!
1649299,"@SpotifyCares Hey, I sent a DM. Please check. Thank you!"
1539144,@spotifycares why? @askplaystation #PS4share https://t.co/8QMNoM6vaX
360359,@SpotifyCares Thank you guys so much!! Now I can keep listening to my music! 😁🎧
1568344,"@SpotifyCares Hi! I'm trying to upgrade my account (I was previously in a family plan, but not anymore) and it's not accepting my CC?"
1465429,"@115888 if i weren't a paying user i'd find ""listen history"" to be right up there w/ offline playlists. seems like a pretty glaring missing feature"
684925,@125633 knownany Christmas playlist this could go on https://t.co/lin5zW91EK
1747050,"@118190 @526678 You too, @115888 and @SpotifyCares: https://t.co/HrfAZNLLIH https://t.co/1vEqOhPxmx"
2071597,@SpotifyCares does your student offer for both premium and hulu apply to high school students or only college students?
181982,@SpotifyCares Seems Spotify desktop client doesn't like VPN. While connected to VPN Spotify 1.0.63.617 claims it's offline (error code 4).
2313914,@SpotifyCares Get it done please x
2059168,@115888 hei. Jeg blir belastet 2 ganger pr måned for min spotify. Hvordan kan jeg få ordnet opp i dette.
2183099,"@SpotifyCares Computer is MacBook/sierra, iPhone iOS 10.3.3 this problem has been around since before the new iOS came out, its gotten so that if I have a bunch of songs queued up from my computer I don't listen to my phone on my commute because I don't wanna mess it up :("
1833851,"@SpotifyCares Hey! Did the things, even reinstalled the app, but the problem persists :("
1825767,"@SpotifyCares I just today reinstated my student discount, that went fine and was able to watch hulu using it yesterday. When i try to link the two (cont)"
2761396,Still waiting for @118062’s #reputation to drop on @115888 😭
1112859,hey @115888 can i just listen to the music on my playlist and not ANYTHING ELSE.....🙄🙄🙄🙄
1234883,Gimana caranya switch dari trial premium ke premium yah? @118266
2615422,"@125633 One of my tracks is on a different profile with the same artist name, how can I change it to my verified profile? Thanks."
2674440,Why tf is @115888's web player refusing to work?
2363333,@115888 I literally can’t listen to the Stranger Things playlist because otherwise I can’t do anything else on my computer. Easter egg gone wrong.
2251462,@115888 Hello. Is it true Spotify will be launched in Romania ? Thank you.
1812465,@115888 @SpotifyCares
1935348,@149503 is there an email where i can reach you guys because i have some inquiries
1883531,"@SpotifyCares / when I 3 months ago paid you’d £119 for a yearly subscription for Spotify premium , so can you get me in touch with someone to sort this"
1857564,@SpotifyCares Hi! I've just noticed that the friends window has got a one song delay compared to what they're playing! Is that normal?
189908,@115888 Aw but I have Hulu with no commercials right now. Would I have to give that up? 😔😔
1900549,"@116130 so, why can I not use the code I was sent to my email for premium as an additional user? Was working - not now!"
322116,"@SpotifyCares Not sure if the engagement was actually that low, seeing so much ppl complaining about the decision to remove the feature 😅"
2742031,@SpotifyCares Just sent - thanks
2822733,"@SpotifyCares please pass it on. and thank you!
my pc is a bit old and it kills my windows booting performance."
2347848,@SpotifyCares iPhone 7 Plus and it’s the most updated version :)
2792206,@SpotifyCares It's just saying the page is not there 😭
1209236,@SpotifyCares I pay for premium and I’m fed up. doesn’t work!! I want this sorted or I’m cancelling my subscription.
1475995,@SpotifyCares Do we know when they’ll optimise the app to take advantage of the new screen layout? Cause it’s super blocky
1251411,@SpotifyCares check dm please
1795916,@SpotifyCares Is there a way to only show that button if there is a device available?
2027830,@115888 downloads seem spotty from SF Bay Area.
832541,"@SpotifyCares Also missing is INSTAHIT CREW'S Bringing Back The Funk Volumes 1 through 7, have it added to your line ASAP!"
1102968,@SpotifyCares That I was charged 3-4 times for the student. Is there a way that can be reversed ?
412010,"@SpotifyCares Literally, it's go back a page, go forward again."
1459961,@SpotifyCares Thanks! https://t.co/1BvzI7NgKf
2985576,@SpotifyCares is there any possible way to shuffle a playlist you made
1655295,@SpotifyCares Boom. Fixed. Thank you!
1642872,Hey @115888 when are you going to fix this https://t.co/CKXGxQTjgR I can't save any more albums!!!
1175721,"@SpotifyCares Raise it with Dev, it's a bug ;)"
925956,"@SpotifyCares No errors, the music still plays. It just won’t show up the player on the lock screen where I can change songs, volume etc."
834885,"@SpotifyCares Hi, I'm on MacOS High Sierra (Latest version)"
2104012,"Dear @115888, two questions regarding the most loved podcast functionality: 1. Why isn’t podcast listening progress synced across devices? 2. Why am I not notified about new episodes of podcasts I follow? #1ed760 💚"
139108,"@SpotifyCares hi!, I'm having an issue with the last version. Sometimes it's showing an space at the bottom that is quite annoying 😞☹️. https://t.co/cOp0Vi6K0Q"
1861547,@SpotifyCares for example i can play disorder by joy division but i can not play anything by gorillaz o.O
1238308,"@SpotifyCares Yes sir, thanks 👍"
1516283,@SpotifyCares appreciate it. But I'm prolly the only bloke that misses the super old iTunes UI that actually made sense..
143017,"@SpotifyCares
My email address has changed since the last time I accessed spotify and I need to reset my password.
I know my username and so I'm stuck"
2368045,@SpotifyCares @92563 @125633 @116130 Thanks. Fortunately @126654 have the #Zombi2 main theme up already so I can enjoy @92563's genius there! 🎧🎼 https://t.co/B74jtp8CDg @111664 https://t.co/RQTS31T8iI
2835003,@149503 @SpotifyCares what is this #spotiamb0.2.1. Is someone hacking my account? Please investigate. I am concerned with my #privacy. We don’t expect such issues with premium #spotify services. Thanks. https://t.co/rxIGGWnmOB
2135089,hey @117153 i'm having trouble with my payment it says my credit card provider is 'having a bad day' yet i was able to make other purchases on other services.. So what's the problem?
2083261,"@SpotifyCares 👋🏻
It looks like I’ve lost all of my playlists except about 3 and they’ve all been replaced by these strange preset playlists Spotify create. Can you help? X"
1908157,@SpotifyCares I’ve never listened to music that is similar so I’m wondering why it started popping up all of a sudden.
1497408,@SpotifyCares Appreciate the feedback. Cheers lads!
1472882,@SpotifyCares Everything is fine! Thanks.
1646990,@SpotifyCares If you gave me the email address connected to the account I could try to access it
2307929,"@SpotifyCares please dm me, I can’t get into my premium account"
1521683,bump @SpotifyCares https://t.co/hrcD8eljHl
1806010,@Spotifycares I've started getting this popup on iPhone in my car. whatever I'm playing stops and something random starts.  What's this? https://t.co/SQMkXI8CLe
83665,@SpotifyCares It doesn’t let me click the filter bar when editing my playlist and there is no option in the (...) next to the song that says delete
2749451,"@SpotifyCares Bro, 2 hours late? Jeez you guys don't like your clients, Spotify don't really care."
518950,@SpotifyCares anbody home??!!
1780586,@SpotifyCares Just paid for a year of premium after switching banks but I'm still getting emails saying Spotify Payment Failure. Any help?
1790151,"@SpotifyCares Nothing at all.
.\..

- https://t.co/Cv7mWWNgfw"
1021346,@SpotifyCares hey i buy 1 year of premium it work 1 day but now its not working. please help me my name in spotify is farre1990
619734,@115888 how do i cancel my spotify?
1232907,"@SpotifyCares Spotify app in my Mac which runs in MacOS High Sierra (10.13) cant be opened, why?"
128196,@SpotifyCares why is my new spotify account username just random numbers? Can I fix this?
1930972,"@SpotifyCares Thanks for the reply. I am using VAIO E series, Windows 10, And #Spotify 1.0.66.478.g1296534d. Let me know about it."
2552685,"@SpotifyCares I’ll be damned, there’s an update available. Completely unaware, my bad, I’ll update and see if that helps. Sorry to bother!"
1930713,why the fuk isn't rock this party by bob sinclar on spotify ???????priorities?????? @115888
110105,@SpotifyCares None of these seem to be the issue but I deleted my two old devices that I don't use anymore to see if that helps. Would an app update cause it or just reinstallation as the guide mentioned i.e. should I turn updates of?
737829,@115888 support is rubbish!! No help at all.
499263,"@SpotifyCares Hi! How do you suggest an edit for the concerts feature on Spotify? There's a concert in San Diego on December 5th that's missing the headliner, The Lumineers"
189326,@115888 @160408 why is your app for the mac so incredibly rubbish and freezing all the time. such a joke 😠🙄
1766639,@SpotifyCares  Ill stick with free @115888 and no @115940 .. thanks tho.
48072,@SpotifyCares Just putting a lil drama here hahahah dont mind me. Keep doing u guys! Hearts from the PH!
513043,Hey @115888! I'm really missing @23416's cover of @76's #IceMachine after it disappeared from your services earlier. How come it is gone? Can you please be a little more transparent on why you remove earlier available music by adding a note that end users can read?
2456307,@115888 where’s Taylor’s new album at??
2373422,"hey @115888 can u unlock agust D's mixtape for everyone to listen? 
and pls can u put RM mixtape on spotify??
we want to listen!! but we don't have those options -_-"
525709,@SpotifyCares i need help now why charge me £9.99 for 1 month when i selected the 3months for 0.99 i want something done now
115213,@SpotifyCares Yes
1099897,"HEY @115888, ADD @64892 TO THE POP PUNK'S NOT DEAD PLAYLIST https://t.co/JzSKX9hhJo"
1906037,@SpotifyCares you charge my account twice.  I need a refund asap.@115888 @117168
1639765,@115888 i dont have genius although my account is premium
2476348,Hello @116130 can we have more of lovely @707877 on Spotify please? I can only find 3 songs. Ta v much. @SpotifyCares 👍
2560552,@115888 @SpotifyCares Can you guys please update the problem where if I get a phone call or an audio message I have to restart the app to continue playing the song.
2862743,"@SpotifyCares Certainly does, thanks for your help :)"
753642,@SpotifyCares @16134 please check your dm:)
1125884,"@SpotifyCares Worse customer satisfaction guaranteed, go to Apple Music. I've messaged spotify a few times no reply, we should petition.."
2045298,"@SpotifyCares I've been wrongly charged for Spotify Premium, please contact me asap"
239381,@SpotifyCares @172877 Just free lol
2183127,@115888 when can houston expect Rap Caviar to come?
2082362,"@115888  paying for premium every month yet my premium account seems to have dropped off. Only charged me again 2day, what's going on pls?"
2913872,@SpotifyCares All good now!
1788301,@115888 @117168 *idk
2575465,Wtf @115888? I’m a paid (read: no ads) subscriber. Why are my searches still triggering connections to ad networks. Not the first time I’ve noticed this crap. https://t.co/Xl7jTeENh0
1934759,"Ummmm, @115888????? Please? https://t.co/VclilXTTvK"
586376,@115888 hey when are you guys coming to Sri Lanka?
2820829,@SpotifyCares https://t.co/RI44GcIpZ9
1015777,@SpotifyCares nope. half is grey out. cant touch tem. what a nightmare. or all grey or all available. what's this idiotic half way through is???
963742,Trying to give @115888 my money yet they won't take it 🤔. Should I go Apple or Tidal instead?
1418137,@SpotifyCares 🙁
1221121,"@SpotifyCares but I can't find preferences anymore, so I just blocked all Spotify notifications instead,"
2594593,"@SpotifyCares For some reason, neither buttons work on the iOS @115888 app. When tapped, nothing happens. Tried deleting and reinstalling the app but it still happens. https://t.co/Vz91uptbsZ"
2785012,"@SpotifyCares And to be fair, I really care about children hearing this ad, especially during the Christmas season. You promote your classic Christmas playlist, and it is family oriented. Offending me personally is not relevant."
1833540,@SpotifyCares could you find out where the original photo for the cover of this playlist came from? I'd like to know who the photographer is https://t.co/HQQaDoUFtr
2246107,@115888 hey when will @118062 Reputation Album be available on spotify???
1070401,"@SpotifyCares I think it has to do with ""remembering"" the song that was playing last time"
124128,@SpotifyCares Not even account related to begin with. I'm offended you'd play an ad that is not in my native language.
162235,"@115888 Hvis man allerede har spotify, kan man fortsatt få tilbudet?"
110043,@115888 are u serious
1863017,I really want to like @115888 but they make it so dang difficult to use.
2282047,Is... is this new? @115888 https://t.co/krXji7oebx
1827443,Can anyone tell me if the @122609 platform actually works with #AndroidWear and does it offer a @115888 app on watch for offline content?
2080862,@SpotifyCares I need help with my account
1691152,@115888 hi can you help my premium account has been downgraded to a free account and I don’t know why
2610033,HELLO SPOTIFY? WHERE IS THE #PERFECTVELVET ALBUM??? @SpotifyCares
314110,"@SpotifyCares I'll try it, thank you.😅"
2545909,@SpotifyCares @584088 You reply to people everyday regarding this issue. Surely that's enough to know people want this feature. So just put it back.
2317065,@SpotifyCares @121584 help a girl out please
2052820,@SpotifyCares Need help canceled after student premium ended but I want ya back having some trouble signing up not getting verified
968813,@SpotifyCares done.
1814362,"@SpotifyCares I tried incognito (and guest, in case it was a plugin).  I guess I can try clearing cookies when I'm back in the office, but seems unlikely"
714858,"@SpotifyCares You how there is space in the middle. I was thinking putting a ""add to library"" plus sign(+) would be new. Maybe???? https://t.co/HIoLrWcnTb"
265515,hmmm. album art covers not showing. @SpotifyCares.
106351,"@SpotifyCares my wife is trying to accept my new Spotify Family plan and she's getting the error ""undefined - Oops something went wrong, please try again."" Please advise."
1500101,@115888 has created an enemy today. They failed to include Call Me What You Want by @118062 in their New Music Friday playlist.
2061101,"@SpotifyCares hi, is it possible to reset my account, or if I must delete it can I recreate it using the same email address?"
2256716,@SpotifyCares Hi! I currently run the Hacking Queens Meetup in Queens. Any interest in loaning office space?
1313118,@SpotifyCares Good song too!
1918333,Why am I paying to download music so I can play it offline if all it does is freeze when I’m offline 🤔🤔 @115888
2412649,@115888 will spotify receive a light theme at some point? Would really like to see it happen haha
1934758,@SpotifyCares Thanks! I just think it's significant because it's THE pivotal moment in the second season. AND it's a really catchy tune..
1029051,"@SpotifyCares Oh, do you know when Holding Out For A Hero or other songs like that should become available again?????"
781719,@SpotifyCares @115888 Account not allowing me to upgrade to Premium Family. Says no support available?
902411,@SpotifyCares thank you
442479,@SpotifyCares sent DM! Cheers
994566,"@SpotifyCares No it didn't. Same error. Won't let me sign in  as set to offline mode, but can't take it out of offline mode because won't let me sign in."
861558,@115888 Help. Your web player keeps kicking me out today and making me log back in + erasing all search info.
2674003,"@SpotifyCares so my Spotify account is supposed to be student discount-included, yet still you have charged me the full amount. Help?"
2042837,My favourite part of this is the Spotify hacker has created an email that is spotifylol+myusername. Baller.
1222128,@SpotifyCares https://t.co/A4aOnetpEU
590143,@115888 Vad gäller för mig? Var längesen jag provade på Premium och det var långt ifrån 3 månader för 9kr när jag väl provade på sist jag använde mig av ett erbjudande
1655293,@SpotifyCares It never goes away. @SpotifyCares https://t.co/gbZxy6a9eT
2909,@115888 Why? https://t.co/rsBY0b7YS3
852682,"@SpotifyCares https://t.co/LNeKQuYvYw Unfortunately there are two bands, same name, was fixed previously but now gone again :("
1916969,@SpotifyCares  https://t.co/043Dtn071v
116579,"@SpotifyCares Thank you for your quick response, but I've already chatted with a Spotify operator and he was able to solve the problem! 😉
Good service btw 👍"
2008364,@SpotifyCares Already done. I know it must be a complicated process but launching in India is taking an awfully long time.
1270509,"Hi, when does your 6-month-free Spotify offer end with Fido? @SpotifyCares"
1033681,"@SpotifyCares Hey I am idle with the Spotify window open, but someone/something is using a web player on my behalf! I'm using FB login.."
1803467,@115888 are you adding lyrics anytime soon? Not a moment too soon!
2606355,"@SpotifyCares @115888 I love the app, but I don’t want to be charged TWICE every month!! This is insane!!"
1342012,@SpotifyCares Do you know yelawolf - Trial By Fire will be on Spotify? It was released today.
2597992,"@SpotifyCares Nope not at all, I already tried this on my computer and it did the exact same thing. I've logged out of everything and deleted all the apps"
86395,@SpotifyCares never mind found an email in my junk folder saying you reset my password. all ok now.
1853479,.@115888 that was NOT 30 minutes
2863025,"@SpotifyCares The albums are still in my library, I just don't have them available offline on my phone any more."
2332443,@115888 just fcked up
2921970,"@SpotifyCares Nothing is really “happening,” I just don’t feel like it’s a well-designed tablet app. It’s just a big phone app. The desktop interface would fit the iPad Pro much better."
371256,"It's 2017 but nothing about @115888 interface resembles the way we keep physical - sorted stacks, organized collections 2/"
631969,"@115888 Coucou @115888 @SpotifyCares ; j’ai commandé mon forfait premium le jour de la promo mais juste avant, je ne l’ai pas vu... serait-ce possible de corriger ça ? J’ai un peu le seum 😨"
1739260,Yoooo @115888 why do my downloaded playlists keep pausing you’re throwin off my jam
466041,"OK, @115888. Why isn’t Mavis Staples’ Christmas Vacation not on Spotify. Year after year I’m waiting for that addition."
2218970,@SpotifyCares Is she willing or not to drop it there? ;_ ;
2770908,can you start working in Lebanon already i’m tired @115888
2842925,@SpotifyCares Hello. Spotify with premium account doesn't work without VPN :(
2851467,@SpotifyCares What's up with the Discover Weekly algorithm? it keeps proposing german and french music which I've never listened to before (and which I don't want to listen to in future!)
2551351,@SpotifyCares someone changed my account email without having access to my email. Seems like a security flaw...
712159,@SpotifyCares No...You don't. You need to fix your app like you said you would six months ago idiots.
822279,@117153 hi! I need help!
2585694,@SpotifyCares @118266 https://t.co/u9A23Snirh
44688,@115888 library limit (10k songs) is a pretty big failure of premium streaming services. Shows the limits of subscription vs buying. 😕
2272772,"Hey @115888, how about lyrics? I’ll pay additional for that. (And no, not the Behind the Lyrics thingy)"
2916629,@115888 my spotify isn’t working help
1242146,It's amazing how I pay $10 a month for @115888  and yet it seems to never actually work
1760767,@115888 need help with my account please
1153703,@SpotifyCares @115888 Awesome thanks !
1626585,.@SpotifyCares im cool w you playing suggested and related music for me but do not ever play halsey for me ever again thats just rude
2183136,Gah! @115888! I have done all the things and I pay you every month but I can NEVER listen to my own acct. What gives!? #whohackedme #pleasehelp https://t.co/h3pD5GsYEn
1164864,"@SpotifyCares iOS 11.0.3, Spotify 8.4.24. The app is behaving fine, it’s just slightly scaled up from iPad 9.7 inch resolution to my 10.5 inch resolution"
2574101,@SpotifyCares You guys even changed my profile picture. It was the cover for “turnin” and now it’s no where on there.
2095158,@SpotifyCares why does my music keep pausing when I️ get a notification and open Snapchat?
383157,"@115888 How do I change to Spotify Premium for Students, when I already have Spotify Premium? Do I just buy it, or can you change it for me"
1420637,.@115888 is being stupid and glitchy after the last @115858 update 👎
2183182,Why the hell are a bunch of @86447 off @115888 now???
2312985,Hi @SpotifyCares ! Can you check if you can refresh my payment? My payment didn't process 😭
1220087,@SpotifyCares Done - thank you kindly
2857497,"@118266 ini akun saya kok kaya gini ya, ini gmna benerin nya? https://t.co/Q88dh9XYIJ"
145920,"@115888 I subscribed to your premium for student which is 65 per month. My account was credited php65 but still, my spotify acct is not on premium. I already send my reg form and school id for verification, it was 4 days ago and I still don't receive any verification. 😒"
115295,@115888 So what does your loyal customers get? What deals have you offered us?
468380,@SpotifyCares Okay. It was just weird not having anything about her album being available on the platform.
1858209,@115888 any plans for an Apple Watch app in the works?
1996457,@SpotifyCares I don't remember my email account and can't log into premium. Help!
265577,"@SpotifyCares nope, already tried that, anyway it happens on desktop app and spotify web too, it's a premium account"
2644833,@115888 when will the @746238 EP be on the app?
2305900,@SpotifyCares  https://t.co/ksTVQuBKO1
1516295,"@SpotifyCares I usually download music and then go in offline mode but sometimes I get logged out &amp; the app won't let me log in, it thinks I am offline."
2055646,"@115888 WHY DO I HAVE TO KEEP REDOWNLOADING EVERY FUCKING TIME I GO ONLINE, I PAY FOR PREMIUM FOR A REASON"
1243938,@SpotifyCares cannot screenshot due to security policy
1912057,@115888 how do u switch ur payement to ur Starbucks numbers
2004084,"@SpotifyCares Hi, please remove Aoki's remix from the top of the ""This Is: Linkin Park"" playlist.  The irony speaks for itself..."
513445,@SpotifyCares hello hi i'd like to ask why the nxworries album 'yes lawd' is not on spotify anymore
2586513,"@SpotifyCares Found it, but there's no songs https://t.co/THtu3maVRd"
1451858,"@115888 please bring in mixes and sets, would be lovely x"
885137,@115888 plz bring back full dates on when albums where released instead of just the year... I love knowing exactly something is out! 🙏
1004825,@SpotifyCares The IKON merch under the K-pop group's is from https://t.co/K18ymh9y8Z No songs are directly listed on Spotify from the linked artist.
527198,If @115888 deletes all my downloaded songs one more time... heads are gonna roll!
1887071,@115888 hello can i ask something? Why i can't find CNBLUE 2gether album anymore? I'm sure i still listen the song few days ago
2379892,"@SpotifyCares I was wondering, what the hell were you thinking when you allowed an ad with loud sex moans??? Virgin mobile - Chile. Please do something about it."
1101320,@SpotifyCares HEYYY PLEASE IM ON DM LOOK !!! I NEED HELP
2736077,@SpotifyCares I'm trying to register my premium for family but this error code keeps coming up - help please! https://t.co/wONIxjukCC
818971,@115888 Please bring back the messaging within spotify so I can send my friends songs!
1453224,hey @115888 why cant I share songs with my friends within the app anymore??? You're taking away features?
1849489,@SpotifyCares It's across all devices
1713320,"@SpotifyCares to a student account but no one has emailed me back, and yall just continue to take my money.."
437080,"@SpotifyCares But then stops music the whole time I'm on twitter, not just when scrolling past videos. Bit annoying :("
1695035,@SpotifyCares why when i want to manage premium family in spotify website it go blank page? Please help 🙏 https://t.co/VcYLvjMdm4
2422826,@SpotifyCares What more info do you need? The original tweet had it all.
1802784,@115888 Um. All of my albums disappeared. Gone. My app is updated. Help
254983,@SpotifyCares Straight question. Why does spotify have no explicit filter?  Straight answer please..... #ProveSpotifyCares
2119231,"Hey @115888, please stop playing ads for scary movies at night https://t.co/KZY6PWqybj"
2062482,Ano na? @SpotifyCares @115888 https://t.co/XV4EapXieG
2698123,@SpotifyCares Thanks. Now I can see that the second language on my phone - after Danish - was Spanish. I’ve changed it to English now 😊
2951506,@115888 UWP Spotify client? 🤷‍♂️  Soon would be nice.  Thank you.
2239749,@SpotifyCares Sorry i saw 4 songs. But im looking for full album :(
472562,@SpotifyCares is there something wrong with the app at the moment? Constantly getting 3 loading buttons... and nothing else?
2484409,Wtf is this @115888 @118134 https://t.co/C0uT89nCkA
664702,@SpotifyCares :(((
1835533,"@SpotifyCares No, they just won't play when I touch them. They play fine on my desktop app. Just the phone has issues."
654666,"Hi @SpotifyCares, I want to change the date that money leaves my account for premium, is this possible or do I have to cancel and renew again??"
1941637,"@SpotifyCares good idea, pretend like you care about ur problems then try to suck money from me :)"
1516272,"@SpotifyCares The mixtape explanation helps a little. You have two of his mixtapes available, does this mean he would need submit the rest of his mixtapes"
2525587,.@SpotifyCares should alter their qualification for colleges to include schools like @98015. https://t.co/Tg8Ss4AOl4
2412663,@115888 Still no answer
257844,@SpotifyCares I am having a similar issue. When I paste my bio it isn't showing up. It is also not letting me paste my wiki link.
1960915,@SpotifyCares This wouldn't be so bad if I could cast from the mobile app yo the Roku. It's pretty janky to use a Chromecast on a Roku tv.
373043,@115888 @SpotifyCares bring back the 30 second preview! Why take that away?
2032480,@SpotifyCares hi you have charged me more for my subscription when I have the student account
1016884,"@SpotifyCares Wont work on my imac, either chrome or firefox, wont work on my samsung s7, on wifi or 4g.

Same screen with empty name or picture or logo. https://t.co/imuJ0EYmEl"
1833289,@SpotifyCares I can't log into my spotify account to delete and cancel my premium trial
847184,@SpotifyCares Thanks!
2492537,@SpotifyCares I tried 4 different bank cards but mu payment refused. I am sure that may cards has no problem and enough money in them
947926,"@SpotifyCares Ehhhhh, no problem!! 😄🎶💟"
1961287,Hi @SpotifyCares My wife’s account appears to have stopped working. She can’t log in at all. Can you advise how we can check it’s active?
1922432,@115888 will we be getting a Winter playlist like we did for summer?
227980,Why isn’t meekend music 2 on Spotify yet ?? @115888 @16913
2928686,@SpotifyCares Down on the website for me....
681807,@SpotifyCares I keep getting a crsf is invalid error when I try to reset my password!
2026606,@SpotifyCares Imma artist my self i wanna know why my spotify not verified
2789428,"@SpotifyCares I can’t seem to get on your website using iOS. Keep getting 504 gateway timeout. I’ve tried rebooting, clearing cookies thanks"
206572,@SpotifyCares Yes
1806156,@115888 account.
2892629,@115888 pls answer your DM on @SpotifyCares
2389840,@SpotifyCares Sure! I'll drop you an DM :)
6498,@117153 @SpotifyCares I cant have premium spotify even though the money has been withdrawn
1075788,@SpotifyCares Thank you!
1035420,"@SpotifyCares i was charged twice. This was not a bank problem, they are two different amounts. Help me. This is getting very irritating."
48128,@SpotifyCares there's something wrong with the search :( https://t.co/EOaGD3BKyw
1458245,"@115888 Keep up the great work, I love your service and have been a premium subscriber for quite a while."
1578595,@SpotifyCares y'all need to update for iPhone X! All the major apps had day 1 updates ready
1942141,@115888 Dutch spotify is making it really hard for me to relive my teenage years
2783450,@SpotifyCares Safari on iOS. Looks to be a server issue https://t.co/lSeoRFeNJq
2245971,"@SpotifyCares OK, but can you follow up with what they say?"
1705032,@SpotifyCares messaged you😊
2613381,@SpotifyCares indonesia!
2071776,@115888 I... I just want to save amazing songs without having to delete anything else from my library!! Is that too much to ask for? @SpotifyCares
2734631,"Hey @115888 the artist app for Android i pretty broken, crashes when im trying to see my stats"
1539075,@SpotifyCares hi! im having trouble with listen offline. Only playlists are staying saved. Been through troubleshooting. LG g4 android6.0
1855557,"@SpotifyCares Great, thanks. You folks should consider adding it to the swipe feature."
2456243,"@SpotifyCares I tried to update my payment info through the app and it says ""Oops something went wrong"" but I got charged anyway. Tried it again from the browser and the same thing happened. So now I've been charged twice and still have no access to Hulu."
1928532,"@SpotifyCares hi, my account appears to have been hacked and the email address chsanged that i use! I pay for premium &amp; someone is using it"
658171,"@115888 what is the maximum download limit for premium users, I keep hitting it and I don't even have that much songs downloaded"
2310872,When will @115888 fully support the iPhone X? 🤦🏾‍♂️
2709288,@115888 any chance you doing an app compatible for the I watch?  @760809 @115858
2070393,@SpotifyCares Is there any way to add a playlist I made on Sonos to my connected Spotify account? Or any spotify account for that matter
2375424,@SpotifyCares @115888 when you're coming to india?
2314328,@115888 When will it be full sreen on iPhome X?
550046,@SpotifyCares I have an LG Aristo... And use it to entertain my uber riders... Please don't let me done #Spotify
2716985,@762626 @SpotifyCares please tell us when Reputation is going to be on spotify
656499,@SpotifyCares went to listen to the throwback Thursday playlist before Thursday comes around again and it's gone!!! I wanted to make a list of some of my favs! Can u help a girl out???
468345,"@115888 High school students use Spotify a lot, I feel like Spotify should offer a deal for any student that is either in high school or college!!!!!"
2349676,"Hey @SpotifyCares im an artist on spotify but one of my recent tracks was put on a seperate profile on its own, could you help me move it?"
1358442,"@SpotifyCares Yeah, I know. Didn't find it fast enough."
1981467,"@115888 Hey love the service, Premium is real nice too. But why is the @127972 app sub par? I would love to have my playlist to enjoy."
2684807,@SpotifyCares what can i do if i dont know what email is linked to my account?
