tweet_id,query_text,rank,retrieved_case_id,retrieved_customer_text,retrieved_support_text,similarity,relevance_label,notes
116070,CarPlay doesn't show my playlists on dashboard,2,case_08119,@117153 I can’t tap my Playlists option. It only shows when I swipe down. https://t.co/PKbwbIzi4k,"@275716 Hey Sonya, we're here to help! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",0.6959,partially_relevant,Topical overlap (sim=0.696). Addresses related domain or workflow with slight variation.
116070,CarPlay doesn't show my playlists on dashboard,3,case_35899,"@SpotifyCares Got that, I'm speaking of the Playlists list on the left side of the screen, not after I've selected one","@743898 Got it. This isn't possible right now, but we'll let our developers know it's something you'd like to see /KL",0.6634,partially_relevant,Topical overlap (sim=0.663). Addresses related domain or workflow with slight variation.
116075,Gift card code says already redeemed when I just bought it,1,case_10444,@117153 Trying to redeem my premium gift card code and it's not working... Starting to get annoying now,@321337 Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt,0.7672,relevant,Direct semantic match (sim=0.767). Spotify response offers relevant resolution steps.
116075,Gift card code says already redeemed when I just bought it,2,case_20480,"@115888 Hi! I recieved a gift card, but somehow I can't redeem it. #help","@522552 Hey Nadi! Can you DM us your account's username or email address, and the code you're trying to redeem? We'll see what we can suggest /AP https://t.co/ldFdZRiNAt",0.7551,relevant,Direct semantic match (sim=0.755). Spotify response offers relevant resolution steps.
116075,Gift card code says already redeemed when I just bought it,3,case_25757,"@SpotifyCares My daughter just bought a gift card for 1 month, but it doesn't work: ""Unfortunately this Premium code does not seem to be valid. Try again or contact customer service"" Can you help us?","@584371 Hi, help's here! Can you DM us your daughter's account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",0.7075,relevant,Direct semantic match (sim=0.708). Spotify response offers relevant resolution steps.
116080,Equalizer setting disappeared on Android after update,1,case_03813,@SpotifyCares hi i'm running the latest update on mac and can't find the equalizer?,"@186106 Hey there! Right now, Spotify doesn't have a built-in equalizer. However, you can use a third party equalizer if you'd like /BH",0.6646,partially_relevant,Topical overlap (sim=0.665). Addresses related domain or workflow with slight variation.
116080,Equalizer setting disappeared on Android after update,2,case_36623,@117168 did you guys remove the equalizer feature on the iPhone App?,"@760224 Hi, help's here! Can you let us know what device, operating system and version of Spotify you're using? We'll see what we can suggest /BE",0.6552,partially_relevant,Topical overlap (sim=0.655). Addresses related domain or workflow with slight variation.
116080,Equalizer setting disappeared on Android after update,3,case_01442,Why does music play loud but very quickly go quiet on @SpotifyCares when I use the equaliser on Android?,"@138951 Hi Paul! Can you let us know what device, Android and Spotify versions you're using? We'll see what we can do /HR",0.639,partially_relevant,Topical overlap (sim=0.639). Addresses related domain or workflow with slight variation.
116085,PS4 app gives error code when linking account,1,case_08928,@115888 trying to create an account on PS4 and clicking sign up does nothing. no error/warning message saying what to do. bad UX,"@291377 Hey, help's here! Can you try restarting your console to see if it helps? Let us know how it goes. /YM",0.664,partially_relevant,Topical overlap (sim=0.664). Addresses related domain or workflow with slight variation.
116085,PS4 app gives error code when linking account,2,case_28897,"@SpotifyCares Yo guys, can you help me out? I'm trying to link my PSN account to Spotify using the PS4 app, but it says ""error connecting to the PlayStation Network"", which is weird because there's currently no spotify account linked to my PSN right now. Please help fast",@634059 Hey! Can you try going to this page: https://t.co/ZMkwfBmbza and unlink any Spotify accounts that might be linked to your PSN account? /AP https://t.co/ldFdZRiNAt,0.6588,partially_relevant,Topical overlap (sim=0.659). Addresses related domain or workflow with slight variation.
116085,PS4 app gives error code when linking account,3,case_21155,"Trying to link @115888 to my @158307 account. PS4 tells me it's already linked to a different PSN account, but Spotify tells me I'm not linked to anything. 🤔🤔

Halp, @SpotifyCares?","@534372 Hey David, help's here! We're afraid that we're unable to unlink Spotify from your old PSN account on our end, but our friends over @AskPlayStation should be able to lend a hand. If you need anything else, just give a shout /CH",0.6425,partially_relevant,Topical overlap (sim=0.642). Addresses related domain or workflow with slight variation.
116090,Audio quality is really muffled on high quality streaming,1,case_03245,"@SpotifyCares and nowwww the quality of the music is muffled 😣, every other app is clear as day 😖",@171851 Hi! Help's here. What device/OS and which Spotify version version are you using? When did this start happening? /SV,0.6749,partially_relevant,Topical overlap (sim=0.675). Addresses related domain or workflow with slight variation.
116090,Audio quality is really muffled on high quality streaming,2,case_11943,@SpotifyCares this happened when I turned on high quality streaming?? https://t.co/HbSH5l7SLC,"@348334 That's odd. Just to check, do you play local files using the Spotify app? We'll keep an eye out for your reply /MU",0.6237,partially_relevant,Topical overlap (sim=0.624). Addresses related domain or workflow with slight variation.
116090,Audio quality is really muffled on high quality streaming,3,case_36302,@115888 experiencing low quality audio on Win10 desktop app thru premium acct: set to HQ but distorting like 128kbps. Any ideas?,"@752558 Hey Ryan, help's here! Can you let us know the device and Spotify version you're using? We'll see what we can suggest /GK",0.6123,partially_relevant,Topical overlap (sim=0.612). Addresses related domain or workflow with slight variation.
116095,Can I merge two separate Spotify accounts into one?,1,case_00614,@115888 @SpotifyCares can you just merge Spotify accounts?,"@761957 Hey Daley, help's arrived. Can you send us all your accounts' email addresses or usernames via DM? We'll see what we can do /GT https://t.co/ldFdZRiNAt",0.9383,relevant,Direct semantic match (sim=0.938). Spotify response offers relevant resolution steps.
116095,Can I merge two separate Spotify accounts into one?,2,case_31820,Can someone help me? How do you merge two spotify accounts together? 😭 I don’t want to lose my old account 😫 @SpotifyCares,"@672947 Hey Mary, help's here! Can you DM us your accounts' email addresses? We'll check backstage /GK https://t.co/ldFdZRiNAt",0.8768,relevant,Direct semantic match (sim=0.877). Spotify response offers relevant resolution steps.
116095,Can I merge two separate Spotify accounts into one?,3,case_20434,@SpotifyCares hey my husband and I are looking to merge our accounts into one spotify family account. We've both cancelled our subscriptions,@521729 Hey there! Can you DM us the email address linked to each account? We'll check things out /KC https://t.co/ldFdZRiNAt,0.7966,relevant,Direct semantic match (sim=0.797). Spotify response offers relevant resolution steps.
116100,Daily Mix playlists have been stuck on the same songs for weeks,1,case_30289,"@SpotifyCares Are the “Daily Mix” playlists supposed to change literally daily? Because whenever I click on them, the songs are almost always the same songs in the same order.","@655864 1: Hi there! Daily Mix serves up unique mixes based on aspects of your music taste. You’ll mainly hear tunes you already love, but a...
@655864 2: particular mix shuffles a fresh batch of tunes each day. Keep listening to what you love; tapping ❤️/🚫 should also improve your mix /LP",0.7419,relevant,Direct semantic match (sim=0.742). Spotify response offers relevant resolution steps.
116100,Daily Mix playlists have been stuck on the same songs for weeks,2,case_40749,"@SpotifyCares songs keep disappearing out of my playlists, I keep needing to re-add them every time, how come?",@501689 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,0.6972,partially_relevant,Topical overlap (sim=0.697). Addresses related domain or workflow with slight variation.
116100,Daily Mix playlists have been stuck on the same songs for weeks,3,case_04083,"loads of my spotify songs just un-downloaded, and i can’t shuffle any of my playlists? or any songs at all, what’s going on @SpotifyCares?","@191981 Hi, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. It should help with this /MU",0.6929,partially_relevant,Topical overlap (sim=0.693). Addresses related domain or workflow with slight variation.
116105,Student discount verification with SheerID is failing,1,case_22364,@SpotifyCares I was charged twice for premium with student discount despite being denied sheerid verification,@548891 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,0.7783,relevant,Direct semantic match (sim=0.778). Spotify response offers relevant resolution steps.
116105,Student discount verification with SheerID is failing,2,case_34906,@SpotifyCares i was verified by Sheer ID for the student discount for premium but whenever i try to actually set up with the discount it just keeps asking my to verify. but then Sheer ID says i already took advantage of the offer! pls help!,@729970 Hey there! Could you send us your account's username or email address via DM? Screenshots of what you're seeing would also help. We'll take a look backstage /LP https://t.co/ldFdZRiNAt,0.7649,relevant,Direct semantic match (sim=0.765). Spotify response offers relevant resolution steps.
116105,Student discount verification with SheerID is failing,3,case_28102,"@SpotifyCares I was verified as student by SheerID, but I still get charged the full subscription amount. Any ideas why my discount isn’t applied?","@618962 Hey, help's here! Can you DM us your account's email address? We'll check backstage /LW https://t.co/ldFdZRiNAt",0.7255,relevant,Direct semantic match (sim=0.726). Spotify response offers relevant resolution steps.
